company_name,address,employees,asset,company_name_kana,company_name_en,searchtag,salesperson,inactive_flag,status
リレーションネクスト株式会社,,,,リレーションネクスト,Human Relation Next Inc,,サイン #,いいえ,
リンク株式会社,,,,リンク,Human Link Corporation,, 健太,いいえ,
ク株式会社,,,,ク,,,サイン #,いいえ,
ト・パッカードカンパニー,,,,,,,サイン #,いいえ,
・ヴァン・ダイク・エレクトロニック・パブリッシング株式会社,,,,ヴァンダイクエレクトロニックパブリッシング,Bureau van Dijk Electronic Publishing KK,,サイン #,いいえ,
式会社,,,,ブシキガイシャ,"Beyonz.Co.,Ltd.",,サイン #,いいえ,
式会社,,,,,,,サイン #,いいえ,
ード株式会社,,,,,,,サイン #,いいえ,
ステム株式会社,,,,ステム,Billing System Corporation,,サイン #,いいえ,
ド ノウルトン ジャパン株式会社,,,,ノウルトン ジャパン,Hill ＆ Knowlton Japan Ltd.,H＆K, 賢人,はい,休眠
属株式会社,,,,,,"マンホール販売,土木資材卸売,土木資材販売,建築金物工事,建築金物販売",サイン #,いいえ,
式会社,,,,,"BILCOM, Inc.",,サイン #,いいえ,
セールス･ワールドワイド,,,,ールスワールドワイド,,HILL,サイン #,はい,休眠
ウス・マネジメント株式会社,,,,,,,サイン #,いいえ,
ウスマネージメント株式会社,,,,ウスマネージメント,,, 雄大,いいえ,
パン株式会社,,,,パン,Perelli Japan,PIRELLI,サイン #,はい,休眠
ース株式会社,,,,ース,,, 敦志,いいえ,
ルディングス株式会社,,,,,,,サイン #,いいえ,
会社,,,,,,"仮設,仮設工事,仮設資材レンタル・リース,仮設資材販売,工期短縮,戦略策定,杭引抜,構造物補強,橋梁代替,経営管理,障害撤去,高盛土",サイン #,いいえ,
株式会社,,,,,,,サイン #,いいえ,
QAシステムズ株式会社,,,,,,,サイン #,いいえ,
アカウンティング株式会社,,,,アカウンティング,,, 領一郎,いいえ,
ヴィレッジ株式会社,,,,ヴィレッジ,"FIRST VILLAGE CO., LTD.",,サイン #,いいえ,
コーポレーション株式会社,,,,コーポレーション,First-corporation Inc.,FCORP, 茂行,いいえ,
コンタクト株式会社,,,,コンタクト,,1STCONTACT, 健太,はい,休眠
ライディングテクノロジー株式会社,,,,ライディングテクノロジー,First Riding Technology Inc.,,サイン #,いいえ,
イオ株式会社,,,,イオ,PharmaBio Corporation,, 麗,いいえ,
イズホールディングス株式会社,,,,イズホールディングス,,,サイン #,いいえ,
ィカ株式会社,,,,ィカ,,,サイン #,いいえ,
アイ株式会社,,,,イ,"FireEye, Inc.",FIE, 袈琳,いいえ,
・ホールディングズ,,,,・ホールディングズ,,,サイン #,いいえ,
ファーマ株式会社,,,,ファーマ,,, 聰志,いいえ,
株式会社,,,,,Pfizer Japan Inc.,,サイン #,はい,休眠
シャル・ジャパン株式会社,,,,シャル・ジャパン,"Financial Japan Co.,Ltd.",FJ,サイン #,いいえ,
フロント株式会社,,,,ロント,Fivefront Corporation,FIVE,サイン #,はい,休眠
ォー株式会社,,,,,,"ECサイト構築,Webシステム開発,イベント運営",サイン #,いいえ,
ス株式会社,,,,ス,"FIMECS, Inc.",FMK, 章子,いいえ,
ォース株式会社,,,,ォース,,,サイン #,いいえ,
ー株式会社,,,,,,,サイン #,いいえ,
グ・ディワン株式会社,,,,,,,サイン #,いいえ,
株式会社,,,,,,, 健太,いいえ,
ム ソリューションズ,,,,ムソリューションズ,,,サイン #,いいえ,
システムコンサルティング株式会社,,,,,,,サイン #,いいえ,
ストア・ジャパン株式会社,,,,ストア・ジャパン,,,サイン #,いいえ,
ム株式会社,,,,ム,FUNTEAM Corporation,,サイン #,いいえ,
りカンパニー株式会社,,,,リカンパニーカブシキガイシャ,,, 祥,いいえ,
ックス株式会社,,,,ックス,,, 雄三,いいえ,
ジュニア株式会社,,,,ジュニア,FIELDS JR. CORPORATION,FIELDSJR, 梨恵,いいえ,
株式会社,,,,,Fields Corporation,FIELDS, 梨恵,いいえ,
ワークス株式会社,,,,ワークス,,,サイン #,いいえ,
研株式会社,,,,,,"ガス検知器卸売,ガス検知器製造,測定器卸売,測定器製造,電子モジュール卸売,電子モジュール製造",サイン #,いいえ,
式会社,,,,,"FIGLA Co., Ltd.",FIGLA, 佑一,いいえ,
ン株式会社,,,,ン,"FITTIN Co.,Ltd.",,サイン #,いいえ,
業株式会社,,,,ンギョウ,"First International Technology Co., LTD.",, 拓,いいえ,
ティ投信株式会社,,,,ティトウシン,Fidelity Investments Japan Limited,,サイン #,はい,休眠
ィ･ジャパン･ホールディングス株式会社,,,,ィジャパンホールディングス,,,サイン #,いいえ,
ジャパン株式会社,,,,,,,サイン #,いいえ,
 モリス ジャパン合同会社,,,,モリスジャパン,Philip Morris Japan K.K.,PMJ, 麗奈,いいえ,
ス･レスピロニクス合同会社,,,,スレスピロニクス,,, 一馬,いいえ,
モリスジャパン株式会社,,,,,,,サイン #,いいえ,
モリスジャパン合同会社,,,,,,,サイン #,いいえ,
証券株式会社,,,,ショウケン,Rytenzell K.K.,, 一馬,いいえ,
パン株式会社,,,,パン,,PUMA,サイン #,はい,休眠
ス株式会社,,,,ス,Fairuse Inc.,FAIRUSE, 拓,いいえ,
ソリューション・テクノロジーズ株式会社,,,,,,,サイン #,いいえ,
ィールド株式会社,,,,,,,サイン #,いいえ,
ステクノロジーズ株式会社,,,,,,,サイン #,いいえ,
スリゾート株式会社,,,,スリゾート,"PHOENIX RESORT CO., LTD.",, 僚,いいえ,
ン・メディカル株式会社,,,,,,,サイン #,いいえ,
・ファーマ株式会社,,,,・ファーマ,"Ferring Pharmaceuticals Co., Ltd.",, 右弥,いいえ,
ジャパン株式会社,,,,,,,サイン #,いいえ,
株式会社,,,,,,Fenrir Inc.,サイン #,いいえ,
ポイントコンピュータ株式会社,,,,ポイントコンピュータ,"FOCAL POINT COMPUTER,Inc.",FOCAL,サイン #,はい,休眠
トシステム株式会社,,,,,,,サイン #,いいえ,
ト総合法律事務所,,,,トソウゴウホウリツジムショ,Foresight Law Office,,サイン #,いいえ,
ジョン株式会社,,,,,,,サイン #,いいえ,
ット株式会社,,,,ット,,,サイン #,いいえ,
ネットジャパン株式会社,,,,ネットジャパン,Fortinet Japan K.K.,,サイン #,いいえ,
会,,,,カイ,Focolare Kai,,サイン #,はい,休眠
クノロジー株式会社,,,,,,,サイン #,いいえ,
パン株式会社,,,,,,,サイン #,いいえ,
ツ株式会社,,,,ツ,Foliates Corporation,, 彩,いいえ,
ワーゲン グループ ジャパン株式会社,,,,ワーゲングループジャパン,VOLKSWAGEN Group Japan KK,VGJ, 昌司,いいえ,
ワーゲン・ファイナンシャル・サービス･ジャパン株式会社,,,,ワーゲンファイナンシャルサービスジャパン,,, 友則,いいえ,
許商標事務所,,,,ッキョショウヒョウジムショ,,,サイン #,いいえ,
エナジー,,,,,,,サイン #,いいえ,
権回収株式会社,,,,イケンカイシュウ,,, 愛由美,いいえ,
フテック横浜株式会社,,,,,,,サイン #,いいえ,
株式会社,,,,シ,,, 英彦,いいえ,
工業株式会社,,,,クコウギョウ,FUKUVI CHEMICAL INDUSTRY,,サイン #,いいえ,
株式会社,,,,,,, 紗央莉,いいえ,
ジョン,,,,,,"テレビ,公共的使命,字幕,放送,番組,番組制作,解説,電波",サイン #,いいえ,
ラボLLC合同会社,,,,ラボエルエルシー,"Fuji TV-lab, LLC",,サイン #,いいえ,
サルタント株式会社,,,,,,"工事人材派遣,防災コンサルティング",サイン #,いいえ,
シトロエン・ジャポン株式会社,,,,トロエンジャポン,"PEUGEOT CITROËN JAPON CO.,LTD.",PCJ, 武司,いいえ,
式会社,,,,ヨウ,,,サイン #,いいえ,
ネスシステム株式会社,,,,,,,サイン #,いいえ,
･マレーシア銀行,,,,マレーシア,Bumiputra Commerce Bank Berhad,,サイン #,はい,休眠
ン・コミュニケーションズ株式会社,,,,,,,サイン #,いいえ,
ンアイオー株式会社,,,,,,,サイン #,いいえ,
ー･アンティークス株式会社,,,,ーアンティークス,FutureAntiques Inc.,,サイン #,いいえ,
ー･エクシィード株式会社【注:説明欄参照】,,,,ーエクシィード,,FEXD,サイン #,いいえ,
ーアーキテクト株式会社,,,,ーアーキテクトカブシキガイシャ,,,サイン #,いいえ,
ー株式会社,,,,,,"EC,ITコンサルティング,IT教育,グループ会社運営,グループ経営戦略,テクノロジー,デジタルマーケティング,ビジネスイノベーション事業,企画立案,経営計画作成支援",サイン #,いいえ,
会社,,,,,"FULLER,Inc.",,サイン #,いいえ,
株式会社,,,,,BRISYS INC.,BRISYS,サイン #,いいえ,
マン・ヒラード・ジャパン株式会社,,,,,,,サイン #,いいえ,
ォーターハウスクーパース･ストラテジー株式会社,,,,ォーターハウスクーパースストラテジー,,,サイン #,いいえ,
ォーターハウスクーパース株式会社,,,,ォーターハウスクーパース,"PricewaterhouseCoopers Co., Ltd.",PWCC, 勇樹,はい,休眠
ッジ,,,,ッジ,BrightEdge Japan,,サイン #,いいえ,
イズコンサルティング合同会社,,,,イズコンサルティング,,BWC, 賢人,いいえ,
株式会社,,,,,Primal Corp.,,サイン #,いいえ,
プラネット エナジー&ソリューションズ株式会社,,,,ラネットエナジーアンドソリューションズ,"Prime Planet Energy & Solutions, Inc.",,サイン #,いいえ,
ック株式会社,,,,ック,Primetech Corporation,,サイン #,いいえ,
ート株式会社,,,,,,,サイン #,いいえ,
ンカー株式会社,,,,ンカー,PrimeRanker.Inc,,塚 世樹,いいえ,
業株式会社,,,,ウギョウ,"BROTHER INDUSTRIES, LTD.",,サイン #,いいえ,
売株式会社,,,,ンバイ,"BROTHER SALES, LTD.",, 拓,いいえ,
･コンサルティング合同会社,,,,コンサルティング,,, 直樹,いいえ,
ゴサービス株式会社,,,,ゴサービス,"Plus Cargo Service Co.,Ltd",PLUS, 亮輔,いいえ,
株式会社,,,,,"Brastel Co., Ltd.",BRASTEL,サイン #,はい,休眠
スティクス株式会社,,,,スティクス,,,サイン #,いいえ,
･マーケティング株式会社【※注…説明参照】,,,,マーケティング,Plus One Marketing Ltd.,, 亮介,いいえ,
会社,,,,,PLUS CORPORATION,,サイン #,いいえ,
パン株式会社,,,,パン,"PRADA Japan Co., Ltd.",PRADA,レオン,いいえ,
ームズ株式会社,,,,ームズ,PLATINUMGAMES.INC,, 良,いいえ,
テレコム・ジャパン株式会社,,,,,,,サイン #,いいえ,
ックス･ネットワークサービス株式会社,,,,ックスネットワークサービス,,,サイン #,いいえ,
ック･ジャパン株式会社,,,,ックジャパン,"BlackRock Japan Co., Ltd",BRJ,サイン #,はい,休眠
アップ・ジャパン株式会社,,,,,,"就職支援,採用支援,求人サイト運営,転職サイト運営,転職支援",サイン #,いいえ,
ーム株式会社,,,,,,,サイン #,いいえ,
ス・エンターテインメント,,,,,,,サイン #,いいえ,
リューションズ株式会社,,,,,,,サイン #,いいえ,
式会社一級建築士事務所,,,,,,,サイン #,いいえ,
マ株式会社,,,,マ,PuraPharm Japan Corporation,, 袈琳,いいえ,
東京,,,,トウキョウ,FLAMINGO TOKYO,,サイン #,いいえ,
ン･エレクトリック･インターナショナルInc.日本支社,,,,ンエレクトリツクインターナシヨナルインク,,,サイン #,いいえ,
ン･テンプルトン･インベストメンツ株式会社,,,,ンテンプルトンインベストメンツ,Franklin Templeton Investments Japan Limited,FTI,サイン #,はい,休眠
ッド株式会社,,,,ツド,,,サイン #,いいえ,
子株式会社,,,,ンシ,,,サイン #,いいえ,
・ジャパン株式会社,,,,ジャパン,,,サイン #,いいえ,
ト株式会社,,,,ト,,, 拓,いいえ,
ジュコンサルティング株式会社,,,,ジュコンサルティング,,,サイン #,いいえ,
(里山のクラフト便り),,,,(サトヤマノクラフトダヨリ),,, 正臣,いいえ,
株式会社 【注:備考参照】,,,,,,,サイン #,いいえ,
ック,,,,,,,サイン #,いいえ,
･ジャパン株式会社,,,,ジャパン,"Britannica Japan Co., Ltd.",BRITANICA, 伊織,いいえ,
ンスポーツ セールスジャパン株式会社,,,,ンスポーツセールスジャパン,"BRIDGESTONE SPORTS SALES JAPAN CO., LTD.",, 大輔,いいえ,
ンスポーツアリーナ株式会社,,,,,,,サイン #,いいえ,
ンスポーツセールスジャパン株式会社,,,,,,,サイン #,いいえ,
ンスポーツ株式会社,,,,ンスポーツ,"BRIDGESTONE SPORTS CO., LTD.",, 大輔,いいえ,
ンソフトウェア株式会社,,,,ンソフトウェア,"BRIDGESTONE SOFTWARE CO.,LTD.",BSW, 大輔,いいえ,
ンタイヤジャパン株式会社,,,,ンタイヤジャパン,"Bridgestone Tire Japan Co., Ltd.",, 大輔,いいえ,
ン化工品東日本株式会社,,,,ンカコウヒンヒガシニホン,,, 大輔,いいえ,
ンターナショナル株式会社,,,,ンターナショナル,Bridge International Corp.,Bridge,サイン #,いいえ,
ンサルティンググループ株式会社,,,,,,,サイン #,いいえ,
ーズ,,,,,,,サイン #,いいえ,
リューションズ株式会社,,,,,,,サイン #,いいえ,
ンクス株式会社,,,,ンクス,,BRL,サイン #,はい,休眠
シュ･アメリカン･タバコ･ジャパン合同会社,,,,シュアメリカンタバコジャパン,"British American Tobacco Japan, Ltd.",BATJ,サイン #,はい,休眠
ジャパン株式会社,,,,ジャパン,Brink's Japan Limited,BRINKSGLOBAL,サイン #,いいえ,
ン・ポンプ・ジャパン株式会社,,,,ンポンプジャパン,,,和美,いいえ,
ル・ワン株式会社,,,,,,,サイン #,いいえ,
ルワン株式会社,,,,ルワン,,PRINCIPLE,サイン #,いいえ,
ンテクノロジー株式会社,,,,,,"OA機器販売,スマートフォン・携帯電話周辺機器販売,ビデオ会議システム開発,液晶ディスプレイ製造,液晶モニター販売,電子モジュール販売",サイン #,いいえ,
ーブ株式会社,,,,ーブ,,BWA, 雄大,はい,休眠
トシステムズ合同会社,,,,,,,サイン #,いいえ,
ュニケーションズ株式会社,,,,,,"LAN工事,通信コンサルティング",サイン #,いいえ,
ームジャパン株式会社,,,,ームジャパン,,, 拓,いいえ,
ンパートナーズ株式会社,,,,,,,サイン #,いいえ,
ーグ エル･ピー,,,,ーグ エル･ピー,Bloomberg L.P.,BLP, Alpha俊徳,いいえ,
ン株式会社,,,,ン,,,サイン #,いいえ,
グ株式会社,,,,,,,サイン #,いいえ,
ック ジャパン株式会社,,,,ックジャパン,"Pluczenik Japan Co., Ltd.",PLCD,サイン #,はい,休眠
コンサルティング株式会社,,,,,,,サイン #,いいえ,
ャル ジブラルタ ファイナンシャル生命保険株式会社,,,,ャルジブラルタファイナンシャル,"The Prudential Gibraltar Financial Life Insurance Co., Ltd.",, 理美,いいえ,
ャル・システムズ・ジャパン株式会社,,,,ャル・システムズ・ジャパン,Prudential Systems Japan Limited,PRU, 理美,いいえ,
ャル･ファイナンシャル･アドバイザーズ証券株式会社,,,,ャルファイナンシャルアドバイザーズショウケン,Prudential Financial Advisors Securities Co Ltd,,サイン #,はい,休眠
ャル･ファイナンシャル･インク,,,,ャル･ファイナンシャル･インク,"Prudential Financial, Inc.,",,サイン #,いいえ,
ャル・ホールディング・オブ・ジャパン株式会社,,,,ャルホールディングオブジャパン,"Prudential Holdings of Japan, Inc.",PRUHJ, 理,いいえ,
ャル生命保険株式会社,,,,ャルセイメイホケン,,,サイン #,いいえ,
ロダクツ工業株式会社,,,,ロダクツコウギョウ,"Fulton Products Industrial Co., Ltd.",, 彩,いいえ,
ダルサラーム国大使館,,,,ルサラーム,Embassy of Brunei Darussalam,,サイン #,はい,休眠
クチネリ ジャパン株式会社,,,,クチネリ ジャパン,,,サイン #,いいえ,
販売株式会社,,,,,,,サイン #,いいえ,
ブ株式会社,,,,ブ,,,サイン #,いいえ,
ッズ株式会社,,,,,,,サイン #,いいえ,
ッズ有限会社,,,,,,"ドイツ語翻訳,フランス語翻訳,ベトナム語翻訳,中国語翻訳,英語翻訳,語学研修,韓国語翻訳",サイン #,いいえ,
コンサルティング株式会社,,,,コンサルティング,"Brains Consulting, Inc.",BC, 沙弥香,いいえ,
テクノロジー株式会社,,,,テクノロジー,"Brains Technology, Inc.",,サイン #,いいえ,
ラーズ・ドットコム株式会社,,,,ラーズ・ドットコム,,,サイン #,いいえ,
ャイルド株式会社,,,,ャイルド,,,サイン #,いいえ,
会保険労務士法人,,,,ャカイホケンロウムシホウジン,,,サイン #,いいえ,
ンク株式会社,,,,ンク,,,サイン #,いいえ,
ロニクス・インターナショナル株式会社,,,,ロニクスインターナショナルカブシキガイシャ,,,サイン #,いいえ,
ジコンサルティング株式会社,,,,,,,サイン #,いいえ,
ットワーク株式会社,,,,ットワーク,,,賀 将善,いいえ,
スメディカルケアジャパン株式会社,,,,スメデイカルケアジヤパン,,,サイン #,いいえ,
フィールズブルックハウスデリンガー法律事務所(外国法共同事業),,,,フィールズブルックハウスデリンガーホウリツジムショ,Freshfields Bruckhaus Deringer,FRESH, 真珠音,いいえ,
ネットワークス株式会社,,,,,,,サイン #,いいえ,
ス株式会社,,,,,,,サイン #,いいえ,
コンファレンシング株式会社,,,,ンファレンシング,Premiere Conferencing,PRECON,サイン #,はい,休眠
ウォーター株式会社,,,,ウォーター,,PW, 茂行,いいえ,
権回収株式会社,,,,イケンカイシュウ,Premier Asset Management Company,,サイン #,はい,休眠
アコンサルティング株式会社,,,,,,,サイン #,いいえ,
産業株式会社,,,,サンギョウ,Freund corporation,, 裕介,いいえ,
フトジャパン株式会社,,,,フトジャパン,BroadSoft Japan K.K.,BSJ, Alpha俊徳,いいえ,
ディア株式会社,,,,ディア,,,サイン #,いいえ,
・アンド・ギャンブル・ジャパン株式会社,,,,アンドギャンブルジャパン,The Procter & Gamble Company of Japan Limited,P&G, 正臣,いいえ,
コミュニケーションズシステムズ株式会社,,,,コミュニケーションズシステムズ (日本本社),Brocade Communications Systems K.K,,サイン #,いいえ,
ティLLC,,,,ティ,,,サイン #,いいえ,
株式会社,,,,,Protec Ltd.,,サイン #,いいえ,
情報株式会社,,,,ジョウホウ,,, 拓,いいえ,
ー株式会社,,,,,,,サイン #,いいえ,
エージェント株式会社,,,,,,,サイン #,いいえ,
ルズ株式会社,,,,ルズ,,,サイン #,いいえ,
式会社,,,,,,,サイン #,いいえ,
計株式会社,,,,ッケイ,,, 健太,いいえ,
ポレーション株式会社,,,,ポレーション,,,サイン #,いいえ,
ック,,,,,,,サイン #,いいえ,
ア･マネジメント株式会社,,,,アマネジメント,Frontier Management INC.,FMI, 憲樹,いいえ,
パーク迎賓館,,,,,,"イベント運営,コンサルティング事業,ドレス事業,ブライダルローン事業,ホテル事業,リゾートウェディング事業,レストラン事業,保育事業,国内ハウスウェディング事業,海外",サイン #,いいえ,
スキャピタルグループ株式会社,,,,,,,サイン #,いいえ,
ペシャリスト･リクルートメント･ジャパン株式会社,,,,シャリストリクルートメントジャパン,Hays Specialist Recruitment Japan K.K.,HAYS,サイン #,はい,休眠
ンド･カンパニー･ジャパン･インコーポレイテッド,,,,ドカンパニージャパンインコーポレイテッド,"Bain ＆ Company Japan, Inc.",BAIN,サイン #,はい,休眠
ピタル・プライベート・エクイティ・ジャパン・LLC,,,,,,,サイン #,いいえ,
ランズジャパン株式会社,,,,ランズジャパン,Sara Lee Japan Ltd.,,サイン #,はい,休眠
システック ジャパン株式会社,,,,ステック ジャパン,,,サイン #,いいえ,
ノロジー株式会社,,,,ノロジー,"BASE Technology, Inc.",,サイン #,いいえ,
会社,,,,,,BASE, 佳弘,はい,休眠
ント,,,,,,,サイン #,いいえ,
ャパン株式会社,,,,ャパン,"Bekaert Japan Co.,Ltd.",BKT, 拓,いいえ,
鋼メタルファイバー株式会社,,,,ウコウメタルファイバー,"Bekaert Toko Metal Fiber Co., Ltd.",BTMF, 拓,いいえ,
ジャパン株式会社,,,,ャパン,Hexcel Japan,HEXCEL, 麗,いいえ,終息
ューション株式会社,,,,ューション,,, 翼,いいえ,
リューション株式会社,,,,リューション,Benic Solution Corp.,BENIC,サイン #,はい,休眠
ラ･ペトロリアム･リミテッド,,,,ラペトロリアム,Tokyo Peninsula Petroleum Ltd,, 正臣,いいえ,終息
ジャパン株式会社,,,,ャパン,"Benetton Japan Co., Ltd.",,サイン #,いいえ,
クスジャパン合同会社,,,,クスジャパン,,haemonetics,サイン #,いいえ,
パン株式会社,,,,パン,,,サイン #,いいえ,
 ジャパン株式会社,,,,ジャパン,Verizon Japan Ltd,VERIZON,サイン #,はい,休眠
ジャパン合同会社,,,,,,,サイン #,いいえ,
イトン株式会社,,,,イトン,"HellermannTyton Co., Ltd.",HERRERMANN, 亮介,いいえ,
ンソンレジストラー株式会社,,,,ンソンレジストラー,,PJR,サイン #,はい,休眠
フトウェア株式会社,,,,,,"データ管理,データ管理システム開発,情報システム管理",サイン #,いいえ,
クノロジーズ合同会社,,,,クノロジーズ,Veritas Technologies (Japan) LLC,,サイン #,いいえ,
ス株式会社,,,,ス,VeriTrans Inc.,,サイン #,いいえ,
・ジャパン株式会社,,,,ジャパン,Behringer Japan K.K.,,サイン #,はい,休眠
ステムズジャパン株式会社,,,,,,,サイン #,いいえ,
タ株式会社,,,,,"BELLDATA, Inc.",BDATA, 茂行,いいえ,
国大使館,,,,ウワコクタイシカン,Embassy of the Republic of Peru in Japan,,サイン #,いいえ,
テクノロジー株式会社,,,,クノロジー,VERSUS Technology Inc.,, 直樹,いいえ,
式会社,,,,,VELTRA Corporation,, 翼,いいえ,
ス株式会社,,,,,,,サイン #,いいえ,
アドバイザーズ株式会社,,,,ドバイザーズ,Permira Advisers KK,,サイン #,いいえ,
ア株式会社,,,,ア,,BELLMEDIA,サイン #,いいえ,終息
ン･エージェンシーズ･ジャパン株式会社,,,,エージェンシーズジャパン,Ben Line Agencies (Japan) Ltd.,,サイン #,いいえ,
ジャパン株式会社,,,,ジャパン,,,サイン #,いいえ,
ービス株式会社,,,,ービス,"VENDOR SERVICE CO.,LTD.",VSS, 佑一,いいえ,
ュリティシステムズ株式会社,,,,ュリティシステムズ,Penta Security Systems K.K,, 智仁,いいえ,
ーコンサルティング株式会社,,,,ーコンサルティング,,,サイン #,いいえ,
サービス エービー,,,,サービス エービー,Benzler Service AB,BSAB,サイン #,はい,休眠
株式会社,,,,,,,サイン #,いいえ,
テクニカルソリューションズ株式会社,,,,,,"キャビネット販売,冷却装置販売,電子機器卸売,電源装置卸売",サイン #,いいえ,
式会社,,,,,,, 健太,いいえ,
 ジャパン株式会社,,,, ジャパン,Pentron Japan Inc.,PENTRON, 拓,いいえ,終息
ド･カタヤマ,,,,ドカタヤマ,,,サイン #,いいえ,
ジャパン株式会社,,,,ジャパン,Boeing Japan K.K.,,サイン #,いいえ,
ロヴェルズ法律事務所外国法共同事業,,,,ヴェルズホウリツジムショガイコウホウキョウドウジギョウ,Hogan Lovells Horitsu Jimusho Gaikokuho Kyodo Jigyo,LOVELS,サイン #,はい,休眠
会社,,,,,,,サイン #,いいえ,
ン アジア パシフィック リミテッド,,,,ンアジアパシフィックリミテッド,Vodafone Asia Pacific Limited,VFAP,サイン #,はい,休眠
式会社,,,,,,,サイン #,いいえ,
ークスジャパン株式会社,,,,ークスジャパン,,,サイン #,いいえ,
ルビスグループ健康保険組合,,,,ビスグループケンコウホケンクミアイ,POLA ORBIS-kenpo.,POLA, 博之,いいえ,
ウッデホルム株式会社,,,,ッデホルム,Bohler-Uddenholm Corp.,,サイン #,いいえ,
工業株式会社,,,,イコウギョウ,,, 健太,いいえ,
工業株式会社,,,,イコウギョウ,,,サイン #,いいえ,
イス・リフキンド・ワートン・ギャリソン外国法事務弁護士事務所,,,,スリフキンドワートンギャリソンガイコクホウジムベンゴシジムショ,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",PAULWEISS, 理,いいえ,
保険労務士事務所,,,,カイホケンロウムシジムショ,,,サイン #,いいえ,
ービス株式会社,,,,ービス,,,サイン #,いいえ,
報テクノロジー株式会社,,,,,,,サイン #,いいえ,
口グループ株式会社,,,,ドグチグループ,,, 聖志,いいえ,
機株式会社,,,,ンキ,"HOSHIZAKI ELECTRIC CO., LTD.",,サイン #,いいえ,
京株式会社,,,,ウキョウ,,,サイン #,いいえ,
サイエンティフィック ジャパン株式会社,,,,イエンティフィックジャパン,BOSTON SCIENTIFIC JAPAN K.K.,BSCJ, 隼人,いいえ,
サイエンティフィックジャパン株式会社,,,,サイエンティフィックジャパン,,,レオン,いいえ,
ン アジア パシフィック リミテッド,,,,アジアパシフィック リミテッド,,,サイン #,いいえ,
ールディングス株式会社,,,,ールディングス,,,サイン #,いいえ,
式会社,,,,,Bosch Corporation,BOS, 慎也,いいえ,
治,,,,チ,,MARUCHI,サイン #,はい,休眠
ザベーション・サービス株式会社,,,,ベーションサービス,,,サイン #,いいえ,
ラシア晴海,,,,,,"イベント企画,イベント会場手配,おせち料理販売,ホテルコンサルティング,ホテル運営受託,貸会議室運営",サイン #,いいえ,
クラシック東京,,,,クラシツクトウキヨウ,,,サイン #,はい,休眠
ジャパン株式会社,,,,ャパン,The Hoffman Agency,,サイン #,いいえ,
･プランニング,,,,プランニング,Horizon Planning,,サイン #,いいえ,
キャピタルパートナーズ株式会社,,,,キャピタルパートナーズ,HORIZON CAPITAL PARTNERS INC.,HCP,レオン,いいえ,
ャパン株式会社,,,,ャパン,"Polycom, Inc.",POLYCOM, 正臣,いいえ,
チックス株式会社,,,,チツクス,,,サイン #,いいえ,
式会社,,,,ブシキガイシャ,,POLYPORE, 隼人,いいえ,
ク株式会社【※注…備考参照】,,,,ク,,,サイン #,いいえ,
ファイナンシャルサービスジャパン株式会社,,,,ファイナンシャルサービスジャパン,,, 憲樹,いいえ,
ャパン株式会社,,,,ャパン,,PORSCHE, 憲樹,いいえ,
ー･ジャパン株式会社,,,,ー･ジャパン,,,サイン #,いいえ,
会社,,,,,,,サイン #,はい,休眠
ジニアリング株式会社,,,,ジニアリング,"Honda Engineering Co., Ltd.",, 裕樹,いいえ,
リティソリューションズ株式会社,,,,リティソリューションズ,"Honda Mobility Solutions Co., Ltd.",, 友則,いいえ,
株式会社,,,,ハツ,,, 裕樹,いいえ,
ット株式会社,,,,,,,サイン #,いいえ,
ェイコブス ジャパン株式会社,,,,イコブスジャパン,,,サイン #,いいえ,
ク株式会社,,,,ク,,, 弘祥,いいえ,
プリズムジャパン株式会社,,,,プリズムジャパン,"MarketPrizm Japan Co., Ltd.",MPJ, 誠,いいえ,
リンク株式会社,,,,リンク,,,サイン #,いいえ,
ワン･ジャパン,,,,ワンジャパン,,, 匡一,いいえ,
ニメーションプラネット株式会社,,,,メーションプラネット,MARZA ANIMATION PLANET INC.,MARZA, 僚,いいえ,
ジャパン株式会社,,,,ジャパン,,,サイン #,いいえ,
ャパン株式会社,,,,,,,サイン #,いいえ,
ネットシステムズ株式会社,,,,,,,サイン #,いいえ,
ピュータ株式会社,,,,,,,サイン #,いいえ,
ト･キャピタル株式会社,,,,トキャピタル株式会社,Merchant Capital K.K.,, 拓,いいえ,
システム有限会社,,,,システム,,MARBS,サイン #,はい,休眠
ク株式会社,,,,ク,,,サイン #,いいえ,
式会社,,,,,Marposs K.K.,,塚 世樹,いいえ,
エンターテイメンツ・ジャパン株式会社,,,,ンターテイメンツジャパン,Merlin Entertainments (Japan) Ltd.,, 麗,いいえ,
パン株式会社,,,,パン,,,サイン #,いいえ,
アジャパン株式会社,,,,アジャパン,,BEHR, 拓,いいえ,
スマネジメント株式会社,,,,スマネジメント,,,サイン #,いいえ,
ア,,,,,,,サイン #,いいえ,
ート株式会社,,,,ート,"MICROCOURT CO., LTD",MICROCOURT,サイン #,いいえ,
トラテジー・ジャパン株式会社,,,,,,,サイン #,いいえ,
フト ディベロップメント株式会社,,,,フト ディベロップメント株式会社,,, 映美,いいえ,
フト ディベロップメント株式会社,,,,フトディベロップメント,"Microsoft Development co., Ltd.",MSD, Alpha俊徳,いいえ,
フトコーポレーション,,,,フトコーポレーション,,,サイン #,いいえ,
